city,country,country_code,state
Selma,United States,US,California
Alhambra,United States,US,California
Escondido,United States,US,California
Morgan Hill,United States,US,California
Laguna Hills,United States,US,California
Cudahy,United States,US,California
Gridley,United States,US,California
El Cerrito,United States,US,California
Dublin,United States,US,California
Santa Clarita,United States,US,California
Huron,United States,US,California
Manteca,United States,US,California
San Francisco,United States,US,California
Woodside,United States,US,California
Tustin,United States,US,California
Santa Ana,United States,US,California
Fairfax,United States,US,California
Moreno Valley,United States,US,California
Downey,United States,US,California
Healdsburg,United States,US,California
Oakley,United States,US,California
San Clemente,United States,US,California
Half Moon Bay,United States,US,California
Mill Valley,United States,US,California
Hemet,United States,US,California
Hanford,United States,US,California
Glendale,United States,US,California
Albany,United States,US,California
West Sacramento,United States,US,California
Live Oak,United States,US,California
Berkeley,United States,US,California
Marina,United States,US,California
Los Altos Hills,United States,US,California
San Luis Obispo,United States,US,California
Napa,United States,US,California
Baldwin Park,United States,US,California
Winters,United States,US,California
Davis,United States,US,California
La Habra,United States,US,California
Lafayette,United States,US,California
Rancho Cucamonga,United States,US,California
Indian Wells,United States,US,California
Newport Beach,United States,US,California
Bell,United States,US,California
Goleta,United States,US,California
Grover Beach,United States,US,California
Willits,United States,US,California
Culver City,United States,US,California
Citrus Heights,United States,US,California
Pismo Beach,United States,US,California
Taft,United States,US,California
Covina,United States,US,California
Oakland,United States,US,California
West Hollywood,United States,US,California
Capitola,United States,US,California
Chico,United States,US,California
Diamond Bar,United States,US,California
Garden Grove,United States,US,California
Bellflower,United States,US,California
San Mateo,United States,US,California
Oceanside,United States,US,California
San Diego,United States,US,California
Palos Verdes Estates,United States,US,California
San Jose,United States,US,California
South Lake Tahoe,United States,US,California
Carlsbad,United States,US,California
Redlands,United States,US,California
Clovis,United States,US,California
Mountain View,United States,US,California
Lathrop,United States,US,California
Truckee,United States,US,California
Monterey,United States,US,California
Oxnard,United States,US,California
Clayton,United States,US,California
Woodlake,United States,US,California
Villa Park,United States,US,California
Redondo Beach,United States,US,California
Gonzales,United States,US,California
Orland,United States,US,California
Pico Rivera,United States,US,California
Stanton,United States,US,California
Thousand Oaks,United States,US,California
Colton,United States,US,California
Shafter,United States,US,California
Cerritos,United States,US,California
Montclair,United States,US,California
Port Hueneme,United States,US,California
Claremont,United States,US,California
Chino,United States,US,California
Orange Cove,United States,US,California
Grass Valley,United States,US,California
Placentia,United States,US,California
Placerville,United States,US,California
Lincoln,United States,US,California
Anderson,United States,US,California
Auburn,United States,US,California
Lawndale,United States,US,California
Westminster,United States,US,California
Patterson,United States,US,California
Grand Terrace,United States,US,California
Lindsay,United States,US,California
Beverly Hills,United States,US,California
Union City,United States,US,California
Bishop,United States,US,California
La Verne,United States,US,California
Yucca Valley,United States,US,California
Needles,United States,US,California
King City,United States,US,California
Visalia,United States,US,California
San Leandro,United States,US,California
Larkspur,United States,US,California
Banning,United States,US,California
Poway,United States,US,California
Los Angeles,United States,US,California
Santa Paula,United States,US,California
Dinuba,United States,US,California
Modesto,United States,US,California
La Mirada,United States,US,California
Ione,United States,US,California
Rio Vista,United States,US,California
Santa Clara,United States,US,California
Dana Point,United States,US,California
Perris,United States,US,California
Rohnert Park,United States,US,California
Livingston,United States,US,California
Martinez,United States,US,California
Inglewood,United States,US,California
Imperial,United States,US,California
San Ramon,United States,US,California
Canyon Lake,United States,US,California
Coalinga,United States,US,California
Tehachapi,United States,US,California
Solvang,United States,US,California
Dos Palos,United States,US,California
La Puente,United States,US,California
Farmersville,United States,US,California
South El Monte,United States,US,California
Corcoran,United States,US,California
Agoura Hills,United States,US,California
Soledad,United States,US,California
Calimesa,United States,US,California
Atascadero,United States,US,California
Galt,United States,US,California
Arroyo Grande,United States,US,California
California City,United States,US,California
Danville,United States,US,California
Oroville,United States,US,California
Huntington Beach,United States,US,California
San Pablo,United States,US,California
Seal Beach,United States,US,California
Tulare,United States,US,California
Rancho Mirage,United States,US,California
McFarland,United States,US,California
Lake Forest,United States,US,California
Highland,United States,US,California
Sonoma,United States,US,California
Kingsburg,United States,US,California
Avenal,United States,US,California
Morro Bay,United States,US,California
Hayward,United States,US,California
Yuba City,United States,US,California
Novato,United States,US,California
La Mesa,United States,US,California
Montebello,United States,US,California
West Wendover,United States,US,Nevada
Henderson,United States,US,Nevada
Winnemucca,United States,US,Nevada
Fernley,United States,US,Nevada
Carson City,United States,US,Nevada
Sparks,United States,US,Nevada
Fallon,United States,US,Nevada
Boulder City,United States,US,Nevada
Las Vegas,United States,US,Nevada
Mesquite,United States,US,Nevada
North Las Vegas,United States,US,Nevada
Elko,United States,US,Nevada
Reno,United States,US,Nevada
Alamosa,United States,US,Colorado
Rifle,United States,US,Colorado
Castle Pines,United States,US,Colorado
Parker,United States,US,Colorado
Vail,United States,US,Colorado
Windsor,United States,US,Colorado
Denver,United States,US,Colorado
Lone Tree,United States,US,Colorado
Edgewater,United States,US,Colorado
Fort Morgan,United States,US,Colorado
Thornton,United States,US,Colorado
Louisville,United States,US,Colorado
Fountain,United States,US,Colorado
Brighton,United States,US,Colorado
Loveland,United States,US,Colorado
Estes Park,United States,US,Colorado
Wellington,United States,US,Colorado
Eagle,United States,US,Colorado
Lakewood,United States,US,Colorado
Montrose,United States,US,Colorado
Manitou Springs,United States,US,Colorado
Silverthorne,United States,US,Colorado
Leadville,United States,US,Colorado
Avon,United States,US,Colorado
Superior,United States,US,Colorado
Aspen,United States,US,Colorado
Centennial,United States,US,Colorado
Evans,United States,US,Colorado
Erie,United States,US,Colorado
Firestone,United States,US,Colorado
Delta,United States,US,Colorado
Cortez,United States,US,Colorado
Wheat Ridge,United States,US,Colorado
Craig,United States,US,Colorado
Colorado Springs,United States,US,Colorado
Berthoud,United States,US,Colorado
Trinidad,United States,US,Colorado
Durango,United States,US,Colorado
Westminster,United States,US,Colorado
Grand Junction,United States,US,Colorado
La Junta,United States,US,Colorado
Frederick,United States,US,Colorado
Lafayette,United States,US,Colorado
Broomfield,United States,US,Colorado
Gunnison,United States,US,Colorado
Federal Heights,United States,US,Colorado
Greenwood Village,United States,US,Colorado
Eaton,United States,US,Colorado
Arvada,United States,US,Colorado
Aurora,United States,US,Colorado
Basalt,United States,US,Colorado
Woodland Park,United States,US,Colorado
Dacono,United States,US,Colorado
Brush,United States,US,Colorado
Lamar,United States,US,Colorado
Littleton,United States,US,Colorado
Sterling,United States,US,Colorado
Pagosa Springs,United States,US,Colorado
Gypsum,United States,US,Colorado
Glenwood Springs,United States,US,Colorado
Glendale,United States,US,Colorado
Steamboat Springs,United States,US,Colorado
Canon City,United States,US,Colorado
Castle Rock,United States,US,Colorado
Salida,United States,US,Colorado
Pueblo,United States,US,Colorado
Sheridan,United States,US,Colorado
Breckenridge,United States,US,Colorado
Fort Lupton,United States,US,Colorado
Fruita,United States,US,Colorado
Longmont,United States,US,Colorado
Fort Collins,United States,US,Colorado
Commerce City,United States,US,Colorado
Carbondale,United States,US,Colorado
Boulder,United States,US,Colorado
Englewood,United States,US,Colorado
Cherry Hills Village,United States,US,Colorado
Milliken,United States,US,Colorado
Golden,United States,US,Colorado
Greeley,United States,US,Colorado
Florence,United States,US,Colorado
Johnstown,United States,US,Colorado
Northglenn,United States,US,Colorado
Monument,United States,US,Colorado
New Castle,United States,US,Colorado
Kodiak,United States,US,Alaska
Anchorage,United States,US,Alaska
Wasilla,United States,US,Alaska
Palmer,United States,US,Alaska
Soldotna,United States,US,Alaska
Kenai,United States,US,Alaska
Homer,United States,US,Alaska
Fairbanks,United States,US,Alaska
Ketchikan,United States,US,Alaska
Sitka,United States,US,Alaska
Juneau,United States,US,Alaska
Pinson,United States,US,Alabama
Hoover,United States,US,Alabama
Trussville,United States,US,Alabama
Bessemer,United States,US,Alabama
Spanish Fort,United States,US,Alabama
Center Point,United States,US,Alabama
Lanett,United States,US,Alabama
Phenix City,United States,US,Alabama
Sheffield,United States,US,Alabama
Hamilton,United States,US,Alabama
Gadsden,United States,US,Alabama
Calera,United States,US,Alabama
Clay,United States,US,Alabama
Talladega,United States,US,Alabama
Scottsboro,United States,US,Alabama
Russellville,United States,US,Alabama
Alabaster,United States,US,Alabama
Glencoe,United States,US,Alabama
Opelika,United States,US,Alabama
Pike Road,United States,US,Alabama
Tuscaloosa,United States,US,Alabama
Sylacauga,United States,US,Alabama
Montgomery,United States,US,Alabama
Fairhope,United States,US,Alabama
Rainbow City,United States,US,Alabama
Hartselle,United States,US,Alabama
Alexander City,United States,US,Alabama
Wetumpka,United States,US,Alabama
Mobile,United States,US,Alabama
Clanton,United States,US,Alabama
Muscle Shoals,United States,US,Alabama
Oxford,United States,US,Alabama
Selma,United States,US,Alabama
Tuscumbia,United States,US,Alabama
Satsuma,United States,US,Alabama
Northport,United States,US,Alabama
Daleville,United States,US,Alabama
Pelham,United States,US,Alabama
Prattville,United States,US,Alabama
Homewood,United States,US,Alabama
Montevallo,United States,US,Alabama
Gulf Shores,United States,US,Alabama
Lincoln,United States,US,Alabama
Enterprise,United States,US,Alabama
Jacksonville,United States,US,Alabama
Robertsdale,United States,US,Alabama
Vestavia Hills,United States,US,Alabama
Valley,United States,US,Alabama
Arab,United States,US,Alabama
Dothan,United States,US,Alabama
Decatur,United States,US,Alabama
Pleasant Grove,United States,US,Alabama
Bay Minette,United States,US,Alabama
Saraland,United States,US,Alabama
Leeds,United States,US,Alabama
Chickasaw,United States,US,Alabama
Tarrant,United States,US,Alabama
Anniston,United States,US,Alabama
Brent,United States,US,Alabama
Cullman,United States,US,Alabama
Auburn,United States,US,Alabama
Birmingham,United States,US,Alabama
Millbrook,United States,US,Alabama
Helena,United States,US,Alabama
Pell City,United States,US,Alabama
Midfield,United States,US,Alabama
Tuskegee,United States,US,Alabama
Fort Payne,United States,US,Alabama
Oneonta,United States,US,Alabama
Demopolis,United States,US,Alabama
Atmore,United States,US,Alabama
Guntersville,United States,US,Alabama
Moody,United States,US,Alabama
Attalla,United States,US,Alabama
Orange Beach,United States,US,Alabama
Athens,United States,US,Alabama
Foley,United States,US,Alabama
Huntsville,United States,US,Alabama
Smiths Station,United States,US,Alabama
Brewton,United States,US,Alabama
Prichard,United States,US,Alabama
Andalusia,United States,US,Alabama
Mountain Brook,United States,US,Alabama
Daphne,United States,US,Alabama
Troy,United States,US,Alabama
Jasper,United States,US,Alabama
Eufaula,United States,US,Alabama
Gardendale,United States,US,Alabama
Albertville,United States,US,Alabama
Madison,United States,US,Alabama
Greenville,United States,US,Alabama
Fairfield,United States,US,Alabama
Ozark,United States,US,Alabama
Hueytown,United States,US,Alabama
Southside,United States,US,Alabama
Irondale,United States,US,Alabama
Chelsea,United States,US,Alabama
Boaz,United States,US,Alabama
Rainsville,United States,US,Alabama
Florence,United States,US,Alabama
Fultondale,United States,US,Alabama
Springdale,United States,US,Arkansas
Batesville,United States,US,Arkansas
Clarksville,United States,US,Arkansas
Pea Ridge,United States,US,Arkansas
Centerton,United States,US,Arkansas
Stuttgart,United States,US,Arkansas
West Memphis,United States,US,Arkansas
Osceola,United States,US,Arkansas
Beebe,United States,US,Arkansas
Arkadelphia,United States,US,Arkansas
Bella Vista,United States,US,Arkansas
Van Buren,United States,US,Arkansas
Monticello,United States,US,Arkansas
Jonesboro,United States,US,Arkansas
Rogers,United States,US,Arkansas
Heber Springs,United States,US,Arkansas
North Little Rock,United States,US,Arkansas
Blytheville,United States,US,Arkansas
Hot Springs,United States,US,Arkansas
Camden,United States,US,Arkansas
Siloam Springs,United States,US,Arkansas
Maumelle,United States,US,Arkansas
Helena-West Helena,United States,US,Arkansas
Searcy,United States,US,Arkansas
El Dorado,United States,US,Arkansas
Little Rock,United States,US,Arkansas
Benton,United States,US,Arkansas
Crossett,United States,US,Arkansas
Marion,United States,US,Arkansas
Newport,United States,US,Arkansas
Lowell,United States,US,Arkansas
Wynne,United States,US,Arkansas
Sherwood,United States,US,Arkansas
Forrest City,United States,US,Arkansas
Farmington,United States,US,Arkansas
Fayetteville,United States,US,Arkansas
Conway,United States,US,Arkansas
Harrison,United States,US,Arkansas
Mena,United States,US,Arkansas
Hope,United States,US,Arkansas
Pine Bluff,United States,US,Arkansas
Alma,United States,US,Arkansas
De Queen,United States,US,Arkansas
Mountain Home,United States,US,Arkansas
Magnolia,United States,US,Arkansas
Greenwood,United States,US,Arkansas
White Hall,United States,US,Arkansas
Malvern,United States,US,Arkansas
Warren,United States,US,Arkansas
Morrilton,United States,US,Arkansas
Pocahontas,United States,US,Arkansas
Bryant,United States,US,Arkansas
Walnut Ridge,United States,US,Arkansas
Fort Smith,United States,US,Arkansas
Russellville,United States,US,Arkansas
Trumann,United States,US,Arkansas
Bentonville,United States,US,Arkansas
Cabot,United States,US,Arkansas
Jacksonville,United States,US,Arkansas
Paragould,United States,US,Arkansas
Texarkana,United States,US,Arkansas
Barre,United States,US,Vermont
Winooski,United States,US,Vermont
Montpelier,United States,US,Vermont
Burlington,United States,US,Vermont
Saint Albans,United States,US,Vermont
South Burlington,United States,US,Vermont
Essex Junction,United States,US,Vermont
Rutland,United States,US,Vermont
Bellows Falls,United States,US,Vermont
East Alton,United States,US,Illinois
Homer Glen,United States,US,Illinois
Waterloo,United States,US,Illinois
Chicago Ridge,United States,US,Illinois
Libertyville,United States,US,Illinois
Elburn,United States,US,Illinois
Willow Springs,United States,US,Illinois
New Lenox,United States,US,Illinois
Burbank,United States,US,Illinois
Algonquin,United States,US,Illinois
Hanover Park,United States,US,Illinois
Lockport,United States,US,Illinois
Quincy,United States,US,Illinois
Harvey,United States,US,Illinois
South Holland,United States,US,Illinois
Maywood,United States,US,Illinois
Mokena,United States,US,Illinois
Long Grove,United States,US,Illinois
Elk Grove Village,United States,US,Illinois
Countryside,United States,US,Illinois
Cicero,United States,US,Illinois
Peoria Heights,United States,US,Illinois
Montgomery,United States,US,Illinois
Addison,United States,US,Illinois
Harrisburg,United States,US,Illinois
Oak Brook,United States,US,Illinois
Vandalia,United States,US,Illinois
Dwight,United States,US,Illinois
River Forest,United States,US,Illinois
Milan,United States,US,Illinois
Frankfort,United States,US,Illinois
Evanston,United States,US,Illinois
Chatham,United States,US,Illinois
Godfrey,United States,US,Illinois
Freeport,United States,US,Illinois
Clinton,United States,US,Illinois
Arlington Heights,United States,US,Illinois
Deerfield,United States,US,Illinois
Markham,United States,US,Illinois
Charleston,United States,US,Illinois
Channahon,United States,US,Illinois
Hillside,United States,US,Illinois
Spring Valley,United States,US,Illinois
Chicago,United States,US,Illinois
DeKalb,United States,US,Illinois
Marengo,United States,US,Illinois
Lincolnshire,United States,US,Illinois
Posen,United States,US,Illinois
Benton,United States,US,Illinois
Wood River,United States,US,Illinois
Anna,United States,US,Illinois
West Frankfort,United States,US,Illinois
Carpentersville,United States,US,Illinois
Mattoon,United States,US,Illinois
Washington,United States,US,Illinois
Taylorville,United States,US,Illinois
Beach Park,United States,US,Illinois
Hickory Hills,United States,US,Illinois
Elgin,United States,US,Illinois
Lynwood,United States,US,Illinois
Berwyn,United States,US,Illinois
Mendota,United States,US,Illinois
Lemont,United States,US,Illinois
Morris,United States,US,Illinois
Oak Forest,United States,US,Illinois
Hazel Crest,United States,US,Illinois
Naperville,United States,US,Illinois
Granite City,United States,US,Illinois
Jerseyville,United States,US,Illinois
Peoria,United States,US,Illinois
Sycamore,United States,US,Illinois
Crystal Lake,United States,US,Illinois
Maryville,United States,US,Illinois
Pontoon Beach,United States,US,Illinois
Belleville,United States,US,Illinois
Du Quoin,United States,US,Illinois
Pinckneyville,United States,US,Illinois
Hillsboro,United States,US,Illinois
Bensenville,United States,US,Illinois
Mount Vernon,United States,US,Illinois
River Grove,United States,US,Illinois
Park Ridge,United States,US,Illinois
Metropolis,United States,US,Illinois
Columbia,United States,US,Illinois
Willowbrook,United States,US,Illinois
Calumet Park,United States,US,Illinois
Centralia,United States,US,Illinois
Galesburg,United States,US,Illinois
Sauk Village,United States,US,Illinois
Mundelein,United States,US,Illinois
Silvis,United States,US,Illinois
Midlothian,United States,US,Illinois
Coal City,United States,US,Illinois
Harwood Heights,United States,US,Illinois
Morton Grove,United States,US,Illinois
Breese,United States,US,Illinois
Justice,United States,US,Illinois
Lansing,United States,US,Illinois
Lisle,United States,US,Illinois
Centreville,United States,US,Illinois
Westmont,United States,US,Illinois
Melrose Park,United States,US,Illinois
Plainfield,United States,US,Illinois
Broadview,United States,US,Illinois
Joliet,United States,US,Illinois
Carterville,United States,US,Illinois
Prospect Heights,United States,US,Illinois
Morton,United States,US,Illinois
Brookfield,United States,US,Illinois
Lakemoor,United States,US,Illinois
Minooka,United States,US,Illinois
Lindenhurst,United States,US,Illinois
Edwardsville,United States,US,Illinois
Glenview,United States,US,Illinois
Clarendon Hills,United States,US,Illinois
Peru,United States,US,Illinois
Vernon Hills,United States,US,Illinois
Streator,United States,US,Illinois
Bloomingdale,United States,US,Illinois
Normal,United States,US,Illinois
Collinsville,United States,US,Illinois
Monee,United States,US,Illinois
Rolling Meadows,United States,US,Illinois
Litchfield,United States,US,Illinois
Stickney,United States,US,Illinois
Dolton,United States,US,Illinois
Wood Dale,United States,US,Illinois
Danville,United States,US,Illinois
Gurnee,United States,US,Illinois
Rockton,United States,US,Illinois
Antioch,United States,US,Illinois
Summit,United States,US,Illinois
Lake Zurich,United States,US,Illinois
Glenwood,United States,US,Illinois
La Salle,United States,US,Illinois
Mount Zion,United States,US,Illinois
Northfield,United States,US,Illinois
Orland Park,United States,US,Illinois
Lawrenceville,United States,US,Illinois
Bellwood,United States,US,Illinois
Elmhurst,United States,US,Illinois
Forest Park,United States,US,Illinois
Island Lake,United States,US,Illinois
Riverside,United States,US,Illinois
Bourbonnais,United States,US,Illinois
Saint Joseph,United States,US,Illinois
Round Lake,United States,US,Illinois
Flossmoor,United States,US,Illinois
Alsip,United States,US,Illinois
Streamwood,United States,US,Illinois
Warrenville,United States,US,Illinois
Plano,United States,US,Illinois
Yorkville,United States,US,Illinois
Sterling,United States,US,Illinois
Lombard,United States,US,Illinois
Sandwich,United States,US,Illinois
Troy,United States,US,Illinois
Savoy,United States,US,Illinois
Orland Hills,United States,US,Illinois
East Saint Louis,United States,US,Illinois
Swansea,United States,US,Illinois
Chillicothe,United States,US,Illinois
Bridgeview,United States,US,Illinois
Wilmington,United States,US,Illinois
Palos Hills,United States,US,Illinois
Geneseo,United States,US,Illinois
Moline,United States,US,Illinois
West Dundee,United States,US,Illinois
Carbondale,United States,US,Illinois
Bartlett,United States,US,Illinois
West Chicago,United States,US,Illinois
Rantoul,United States,US,Illinois
Springfield,United States,US,Illinois
Saint Charles,United States,US,Illinois
Roscoe,United States,US,Illinois
Pekin,United States,US,Illinois
Carol Stream,United States,US,Illinois
Westchester,United States,US,Illinois
Hawthorn Woods,United States,US,Illinois
Park City,United States,US,Illinois
Huntley,United States,US,Illinois
Hinsdale,United States,US,Illinois
Lyons,United States,US,Illinois
Skokie,United States,US,Illinois
Spring Grove,United States,US,Illinois
Northlake,United States,US,Illinois
Canton,United States,US,Illinois
Johnsburg,United States,US,Illinois
Niles,United States,US,Illinois
Braidwood,United States,US,Illinois
Byron,United States,US,Illinois
Cahokia,United States,US,Illinois
Oak Park,United States,US,Illinois
Dixon,United States,US,Illinois
East Moline,United States,US,Illinois
South Beloit,United States,US,Illinois
Monticello,United States,US,Illinois
Herrin,United States,US,Illinois
Carmi,United States,US,Illinois
Effingham,United States,US,Illinois
Richton Park,United States,US,Illinois
Machesney Park,United States,US,Illinois
Bolingbrook,United States,US,Illinois
Highland Park,United States,US,Illinois
Palos Heights,United States,US,Illinois
Batavia,United States,US,Illinois
Homewood,United States,US,Illinois
Ottawa,United States,US,Illinois
Tinley Park,United States,US,Illinois
Shiloh,United States,US,Illinois
Loves Park,United States,US,Illinois
Lake Bluff,United States,US,Illinois
Waukegan,United States,US,Illinois
Chicago Heights,United States,US,Illinois
South Elgin,United States,US,Illinois
Pana,United States,US,Illinois
Marion,United States,US,Illinois
Itasca,United States,US,Illinois
Rock Falls,United States,US,Illinois
Downers Grove,United States,US,Illinois
Pontiac,United States,US,Illinois
Rock Island,United States,US,Illinois
Park Forest,United States,US,Illinois
Mascoutah,United States,US,Illinois
Schiller Park,United States,US,Illinois
La Grange,United States,US,Illinois
Schaumburg,United States,US,Illinois
McHenry,United States,US,Illinois
Robbins,United States,US,Illinois
Princeton,United States,US,Illinois
Northbrook,United States,US,Illinois
Salem,United States,US,Illinois
Rochelle,United States,US,Illinois
Woodridge,United States,US,Illinois
Oak Lawn,United States,US,Illinois
Steger,United States,US,Illinois
Oswego,United States,US,Illinois
Wilmette,United States,US,Illinois
Champaign,United States,US,Illinois
Berkeley,United States,US,Illinois
University Park,United States,US,Illinois
Campton Hills,United States,US,Illinois
Bradley,United States,US,Illinois
Colona,United States,US,Illinois
Glen Ellyn,United States,US,Illinois
Winnetka,United States,US,Illinois
Gillespie,United States,US,Illinois
Murphysboro,United States,US,Illinois
Urbana,United States,US,Illinois
Elmwood Park,United States,US,Illinois
Lake Villa,United States,US,Illinois
Kankakee,United States,US,Illinois
Hampshire,United States,US,Illinois
Manhattan,United States,US,Illinois
Burr Ridge,United States,US,Illinois
Lincolnwood,United States,US,Illinois
Wauconda,United States,US,Illinois
Riverdale,United States,US,Illinois
Robinson,United States,US,Illinois
Crete,United States,US,Illinois
Crestwood,United States,US,Illinois
Genoa,United States,US,Illinois
Bartonville,United States,US,Illinois
Fairview Heights,United States,US,Illinois
Zion,United States,US,Illinois
Shorewood,United States,US,Illinois
Calumet City,United States,US,Illinois
Glencoe,United States,US,Illinois
Wheaton,United States,US,Illinois
Poplar Grove,United States,US,Illinois
Villa Park,United States,US,Illinois
Wheeling,United States,US,Illinois
Bethalto,United States,US,Illinois
North Riverside,United States,US,Illinois
Kewanee,United States,US,Illinois
Franklin Park,United States,US,Illinois
Highwood,United States,US,Illinois
East Peoria,United States,US,Illinois
Gilberts,United States,US,Illinois
Crest Hill,United States,US,Illinois
Winfield,United States,US,Illinois
Lincoln,United States,US,Illinois
Blue Island,United States,US,Illinois
Glendale Heights,United States,US,Illinois
Alton,United States,US,Illinois
La Grange Park,United States,US,Illinois
Decatur,United States,US,Illinois
Romeoville,United States,US,Illinois
Matteson,United States,US,Illinois
Paris,United States,US,Illinois
Evergreen Park,United States,US,Illinois
Worth,United States,US,Illinois
Norridge,United States,US,Illinois
Buffalo Grove,United States,US,Illinois
Creve Coeur,United States,US,Illinois
Manteno,United States,US,Illinois
North Aurora,United States,US,Illinois
Aurora,United States,US,Illinois
Macomb,United States,US,Illinois
Harvard,United States,US,Illinois
Hoffman Estates,United States,US,Illinois
Rockford,United States,US,Illinois
Carlinville,United States,US,Illinois
Sugar Grove,United States,US,Illinois
Round Lake Park,United States,US,Illinois
Mount Carmel,United States,US,Illinois
Glen Carbon,United States,US,Illinois
Monmouth,United States,US,Illinois
Inverness,United States,US,Illinois
Mount Prospect,United States,US,Illinois
Round Lake Beach,United States,US,Illinois
Staunton,United States,US,Illinois
Eureka,United States,US,Illinois
Bloomington,United States,US,Illinois
Lake in the Hills,United States,US,Illinois
Beardstown,United States,US,Illinois
Country Club Hills,United States,US,Illinois
Western Springs,United States,US,Illinois
Olney,United States,US,Illinois
Des Plaines,United States,US,Illinois
Palatine,United States,US,Illinois
Belvidere,United States,US,Illinois
Cary,United States,US,Illinois
Chester,United States,US,Illinois
Darien,United States,US,Illinois
Roselle,United States,US,Illinois
Greenville,United States,US,Illinois
Woodstock,United States,US,Illinois
Mahomet,United States,US,Illinois
Lake Forest,United States,US,Illinois
North Chicago,United States,US,Illinois
Highland,United States,US,Illinois
Pingree Grove,United States,US,Illinois
Grayslake,United States,US,Illinois
Geneva,United States,US,Illinois
Jacksonville,United States,US,Illinois
Barrington,United States,US,Illinois
Fox Lake,United States,US,Illinois
Winthrop Harbor,United States,US,Illinois
O'Fallon,United States,US,Illinois
Fort Valley,United States,US,Georgia
Buford,United States,US,Georgia
Richmond Hill,United States,US,Georgia
Atlanta,United States,US,Georgia
Sugar Hill,United States,US,Georgia
Swainsboro,United States,US,Georgia
Toccoa,United States,US,Georgia
Sylvester,United States,US,Georgia
Cedartown,United States,US,Georgia
Wrightsville,United States,US,Georgia
Cochran,United States,US,Georgia
Moultrie,United States,US,Georgia
Milledgeville,United States,US,Georgia
Pooler,United States,US,Georgia
Canton,United States,US,Georgia
Vidalia,United States,US,Georgia
Acworth,United States,US,Georgia
Johns Creek,United States,US,Georgia
Valdosta,United States,US,Georgia
Norcross,United States,US,Georgia
Morrow,United States,US,Georgia
Byron,United States,US,Georgia
Statesboro,United States,US,Georgia
Tyrone,United States,US,Georgia
Dunwoody,United States,US,Georgia
Hartwell,United States,US,Georgia
Centerville,United States,US,Georgia
Peachtree City,United States,US,Georgia
Calhoun,United States,US,Georgia
Cornelia,United States,US,Georgia
Locust Grove,United States,US,Georgia
Carrollton,United States,US,Georgia
Summerville,United States,US,Georgia
Alpharetta,United States,US,Georgia
Snellville,United States,US,Georgia
Barnesville,United States,US,Georgia
Duluth,United States,US,Georgia
Braselton,United States,US,Georgia
Loganville,United States,US,Georgia
Covington,United States,US,Georgia
Marietta,United States,US,Georgia
Augusta,United States,US,Georgia
Rome,United States,US,Georgia
Woodstock,United States,US,Georgia
Brookhaven,United States,US,Georgia
Savannah,United States,US,Georgia
Rockmart,United States,US,Georgia
Jefferson,United States,US,Georgia
Kennesaw,United States,US,Georgia
Commerce,United States,US,Georgia
Hinesville,United States,US,Georgia
Port Wentworth,United States,US,Georgia
Jesup,United States,US,Georgia
Fairburn,United States,US,Georgia
Folkston,United States,US,Georgia
Winder,United States,US,Georgia
Dacula,United States,US,Georgia
Stockbridge,United States,US,Georgia
Fort Oglethorpe,United States,US,Georgia
Waycross,United States,US,Georgia
Flowery Branch,United States,US,Georgia
Auburn,United States,US,Georgia
Douglasville,United States,US,Georgia
Americus,United States,US,Georgia
Chamblee,United States,US,Georgia
Decatur,United States,US,Georgia
Elberton,United States,US,Georgia
Union City,United States,US,Georgia
Grovetown,United States,US,Georgia
Monroe,United States,US,Georgia
Cordele,United States,US,Georgia
McDonough,United States,US,Georgia
Newnan,United States,US,Georgia
Powder Springs,United States,US,Georgia
Fitzgerald,United States,US,Georgia
Dublin,United States,US,Georgia
Bremen,United States,US,Georgia
Warner Robins,United States,US,Georgia
Dalton,United States,US,Georgia
Sandy Springs,United States,US,Georgia
Jackson,United States,US,Georgia
Holly Springs,United States,US,Georgia
Villa Rica,United States,US,Georgia
Rincon,United States,US,Georgia
Suwanee,United States,US,Georgia
Thomson,United States,US,Georgia
La Grange,United States,US,Georgia
Forest Park,United States,US,Georgia
Austell,United States,US,Georgia
Dallas,United States,US,Georgia
Peachtree Corners,United States,US,Georgia
Baxley,United States,US,Georgia
Waynesboro,United States,US,Georgia
Montezuma,United States,US,Georgia
Kingsland,United States,US,Georgia
Douglas,United States,US,Georgia
Fayetteville,United States,US,Georgia
Doraville,United States,US,Georgia
Athens,United States,US,Georgia
Cumming,United States,US,Georgia
Lovejoy,United States,US,Georgia
LaFayette,United States,US,Georgia
Garden City,United States,US,Georgia
Hampton,United States,US,Georgia
Clarkston,United States,US,Georgia
Smyrna,United States,US,Georgia
Albany,United States,US,Georgia
Griffin,United States,US,Georgia
Conyers,United States,US,Georgia
Saint Marys,United States,US,Georgia
Stone Mountain,United States,US,Georgia
Lilburn,United States,US,Georgia
Cartersville,United States,US,Georgia
Dahlonega,United States,US,Georgia
Jasper,United States,US,Georgia
Cairo,United States,US,Georgia
Perry,United States,US,Georgia
Gainesville,United States,US,Georgia
East Point,United States,US,Georgia
College Park,United States,US,Georgia
Brunswick,United States,US,Georgia
Sandersville,United States,US,Georgia
Columbus,United States,US,Georgia
Forsyth,United States,US,Georgia
Cusseta,United States,US,Georgia
Thomasville,United States,US,Georgia
